municip_code,municip_code_ibge,municip_name,municip_parent_code,municip_parent_name
170307,1703073,Barra do Ouro,1703073,Barra do Ouro
170310,1703107,Barrolândia,1703107,Barrolândia
170320,1703206,Bernardo Sayão,1703206,Bernardo Sayão
170330,1703305,Bom Jesus do Tocantins,1703305,Bom Jesus do Tocantins
170360,1703602,Brasilândia do Tocantins,1703602,Brasilândia do Tocantins
170370,1703701,Brejinho de Nazaré,1703701,Brejinho de Nazaré
170380,1703800,Buriti do Tocantins,1703800,Buriti do Tocantins
170382,1703826,Cachoeirinha,1703826,Cachoeirinha
170384,1703842,Campos Lindos,1703842,Campos Lindos
170386,1703867,Cariri do Tocantins,1703867,Cariri do Tocantins
170388,1703883,Carmolândia,1703883,Carmolândia
170389,1703891,Carrasco Bonito,1703891,Carrasco Bonito
170390,1703909,Caseara,1703909,Caseara
170410,1704105,Centenário,1704105,Centenário
170460,1704600,Chapada de Areia,1704600,Chapada de Areia
170510,1705102,Chapada da Natividade,1705102,Chapada da Natividade
170550,1705508,Colinas do Tocantins,1705508,Colinas do Tocantins
170555,1705557,Combinado,1705557,Combinado
170560,1705607,Conceição do Tocantins,1705607,Conceição do Tocantins
170600,1706001,Couto Magalhães,1706001,Couto Magalhães
170610,1706100,Cristalândia,1706100,Cristalândia
170625,1706258,Crixás do Tocantins,1706258,Crixás do Tocantins
170650,1706506,Darcinópolis,1706506,Darcinópolis
170700,1707009,Dianópolis,1707009,Dianópolis
170710,1707108,Divinópolis do Tocantins,1707108,Divinópolis do Tocantins
170720,1707207,Dois Irmãos do Tocantins,1707207,Dois Irmãos do Tocantins
170730,1707306,Dueré,1707306,Dueré
170740,1707405,Esperantina,1707405,Esperantina
170755,1707553,Fátima,1707553,Fátima
170765,1707652,Figueirópolis,1707652,Figueirópolis
170770,1707702,Filadélfia,1707702,Filadélfia
170820,1708205,Formoso do Araguaia,1708205,Formoso do Araguaia
170825,1708254,Fortaleza do Tabocão,1708254,Fortaleza do Tabocão
170830,1708304,Goianorte,1708304,Goianorte
170900,1709005,Goiatins,1709005,Goiatins
170930,1709302,Guaraí,1709302,Guaraí
170950,1709500,Gurupi,1709500,Gurupi
170980,1709807,Ipueiras,1709807,Ipueiras
171050,1710508,Itacajá,1710508,Itacajá
171070,1710706,Itaguatins,1710706,Itaguatins
171090,1710904,Itapiratins,1710904,Itapiratins
171110,1711100,Itaporã do Tocantins,1711100,Itaporã do Tocantins
171150,1711506,Jaú do Tocantins,1711506,Jaú do Tocantins
171180,1711803,Juarina,1711803,Juarina
171190,1711902,Lagoa da Confusão,1711902,Lagoa da Confusão
171195,1711951,Lagoa do Tocantins,1711951,Lagoa do Tocantins
171200,1712009,Lajeado,1712009,Lajeado
171215,1712157,Lavandeira,1712157,Lavandeira
171240,1712405,Lizarda,1712405,Lizarda
171245,1712454,Luzinópolis,1712454,Luzinópolis
171250,1712504,Marianópolis do Tocantins,1712504,Marianópolis do Tocantins
171270,1712702,Mateiros,1712702,Mateiros
171280,1712801,Maurilândia do Tocantins,1712801,Maurilândia do Tocantins
171320,1713205,Miracema do Tocantins,1713205,Miracema do Tocantins
171330,1713304,Miranorte,1713304,Miranorte
171360,1713601,Monte do Carmo,1713601,Monte do Carmo
171370,1713700,Monte Santo do Tocantins,1713700,Monte Santo do Tocantins
171380,1713809,Palmeiras do Tocantins,1713809,Palmeiras do Tocantins
171395,1713957,Muricilândia,1713957,Muricilândia
171420,1714203,Natividade,1714203,Natividade
171430,1714302,Nazaré,1714302,Nazaré
171488,1714880,Nova Olinda,1714880,Nova Olinda
171500,1715002,Nova Rosalândia,1715002,Nova Rosalândia
171510,1715101,Novo Acordo,1715101,Novo Acordo
171515,1715150,Novo Alegre,1715150,Novo Alegre
171525,1715259,Novo Jardim,1715259,Novo Jardim
171550,1715507,Oliveira de Fátima,1715507,Oliveira de Fátima
171570,1715705,Palmeirante,1715705,Palmeirante
171575,1715754,Palmeirópolis,1715754,Palmeirópolis
171610,1716109,Paraíso do Tocantins,1716109,Paraíso do Tocantins
171620,1716208,Paranã,1716208,Paranã
171630,1716307,Pau D'Arco,1716307,Pau D'Arco
171650,1716505,Pedro Afonso,1716505,Pedro Afonso
171660,1716604,Peixe,1716604,Peixe
171665,1716653,Pequizeiro,1716653,Pequizeiro
171670,1716703,Colméia,1716703,Colméia
171700,1717008,Pindorama do Tocantins,1717008,Pindorama do Tocantins
171720,1717206,Piraquê,1717206,Piraquê
171750,1717503,Pium,1717503,Pium
171780,1717800,Ponte Alta do Bom Jesus,1717800,Ponte Alta do Bom Jesus
171790,1717909,Ponte Alta do Tocantins,1717909,Ponte Alta do Tocantins
171800,1718006,Porto Alegre do Tocantins,1718006,Porto Alegre do Tocantins
171820,1718204,Porto Nacional,1718204,Porto Nacional
171830,1718303,Praia Norte,1718303,Praia Norte
171840,1718402,Presidente Kennedy,1718402,Presidente Kennedy
171845,1718451,Pugmil,1718451,Pugmil
171850,1718501,Recursolândia,1718501,Recursolândia
171855,1718550,Riachinho,1718550,Riachinho
171865,1718659,Rio da Conceição,1718659,Rio da Conceição
171870,1718709,Rio dos Bois,1718709,Rio dos Bois
171875,1718758,Rio Sono,1718758,Rio Sono
171880,1718808,Sampaio,1718808,Sampaio
171884,1718840,Sandolândia,1718840,Sandolândia
171886,1718865,Santa Fé do Araguaia,1718865,Santa Fé do Araguaia
171888,1718881,Santa Maria do Tocantins,1718881,Santa Maria do Tocantins
171889,1718899,Santa Rita do Tocantins,1718899,Santa Rita do Tocantins
171890,1718907,Santa Rosa do Tocantins,1718907,Santa Rosa do Tocantins
171900,1719004,Santa Tereza do Tocantins,1719004,Santa Tereza do Tocantins
172000,1720002,Santa Terezinha do Tocantins,1720002,Santa Terezinha do Tocantins
172010,1720101,São Bento do Tocantins,1720101,São Bento do Tocantins
172015,1720150,São Félix do Tocantins,1720150,São Félix do Tocantins
172020,1720200,São Miguel do Tocantins,1720200,São Miguel do Tocantins
172025,1720259,São Salvador do Tocantins,1720259,São Salvador do Tocantins
172030,1720309,São Sebastião do Tocantins,1720309,São Sebastião do Tocantins
172049,1720499,São Valério,1720499,São Valério
172065,1720655,Silvanópolis,1720655,Silvanópolis
172080,1720804,Sítio Novo do Tocantins,1720804,Sítio Novo do Tocantins
172085,1720853,Sucupira,1720853,Sucupira
172090,1720903,Taguatinga,1720903,Taguatinga
172093,1720937,Taipas do Tocantins,1720937,Taipas do Tocantins
172097,1720978,Talismã,1720978,Talismã
172100,1721000,Palmas,1721000,Palmas
172110,1721109,Tocantínia,1721109,Tocantínia
172120,1721208,Tocantinópolis,1721208,Tocantinópolis
172125,1721257,Tupirama,1721257,Tupirama
172130,1721307,Tupiratins,1721307,Tupiratins
172208,1722081,Wanderlândia,1722081,Wanderlândia
172210,1722107,Xambioá,1722107,Xambioá
210005,2100055,Açailândia,2100055,Açailândia
210010,2100105,Afonso Cunha,2100105,Afonso Cunha
210015,2100154,Água Doce do Maranhão,2100154,Água Doce do Maranhão
210020,2100204,Alcântara,2100204,Alcântara
210030,2100303,Aldeias Altas,2100303,Aldeias Altas
210040,2100402,Altamira do Maranhão,2100402,Altamira do Maranhão
210043,2100436,Alto Alegre do Maranhão,2100436,Alto Alegre do Maranhão
210047,2100477,Alto Alegre do Pindaré,2100477,Alto Alegre do Pindaré
210050,2100501,Alto Parnaíba,2100501,Alto Parnaíba
210055,2100550,Amapá do Maranhão,2100550,Amapá do Maranhão
210060,2100600,Amarante do Maranhão,2100600,Amarante do Maranhão
210070,2100709,Anajatuba,2100709,Anajatuba
210080,2100808,Anapurus,2100808,Anapurus
210083,2100832,Apicum-Açu,2100832,Apicum-Açu
210087,2100873,Araguanã,2100873,Araguanã
210090,2100907,Araioses,2100907,Araioses
210095,2100956,Arame,2100956,Arame
210100,2101004,Arari,2101004,Arari
210110,2101103,Axixá,2101103,Axixá
210120,2101202,Bacabal,2101202,Bacabal
210125,2101251,Bacabeira,2101251,Bacabeira
210130,2101301,Bacuri,2101301,Bacuri
210135,2101350,Bacurituba,2101350,Bacurituba
210140,2101400,Balsas,2101400,Balsas
210150,2101509,Barão de Grajaú,2101509,Barão de Grajaú
210160,2101608,Barra do Corda,2101608,Barra do Corda
210170,2101707,Barreirinhas,2101707,Barreirinhas
210173,2101731,Belágua,2101731,Belágua
210177,2101772,Bela Vista do Maranhão,2101772,Bela Vista do Maranhão
210180,2101806,Benedito Leite,2101806,Benedito Leite
210190,2101905,Bequimão,2101905,Bequimão
210193,2101939,Bernardo do Mearim,2101939,Bernardo do Mearim
210197,2101970,Boa Vista do Gurupi,2101970,Boa Vista do Gurupi
210200,2102002,Bom Jardim,2102002,Bom Jardim
210203,2102036,Bom Jesus das Selvas,2102036,Bom Jesus das Selvas
210207,2102077,Bom Lugar,2102077,Bom Lugar
210210,2102101,Brejo,2102101,Brejo
210215,2102150,Brejo de Areia,2102150,Brejo de Areia
210220,2102200,Buriti,2102200,Buriti
210230,2102309,Buriti Bravo,2102309,Buriti Bravo
210232,2102325,Buriticupu,2102325,Buriticupu
210235,2102358,Buritirana,2102358,Buritirana
210237,2102374,Cachoeira Grande,2102374,Cachoeira Grande
210240,2102408,Cajapió,2102408,Cajapió
210250,2102507,Cajari,2102507,Cajari
210255,2102556,Campestre do Maranhão,2102556,Campestre do Maranhão
210260,2102606,Cândido Mendes,2102606,Cândido Mendes
210270,2102705,Cantanhede,2102705,Cantanhede
210275,2102754,Capinzal do Norte,2102754,Capinzal do Norte
210280,2102804,Carolina,2102804,Carolina
210290,2102903,Carutapera,2102903,Carutapera
210300,2103000,Caxias,2103000,Caxias
210310,2103109,Cedral,2103109,Cedral
210312,2103125,Central do Maranhão,2103125,Central do Maranhão
210315,2103158,Centro do Guilherme,2103158,Centro do Guilherme
210317,2103174,Centro Novo do Maranhão,2103174,Centro Novo do Maranhão
210320,2103208,Chapadinha,2103208,Chapadinha
210325,2103257,Cidelândia,2103257,Cidelândia
210330,2103307,Codó,2103307,Codó
210340,2103406,Coelho Neto,2103406,Coelho Neto
210350,2103505,Colinas,2103505,Colinas
210355,2103554,Conceição do Lago-Açu,2103554,Conceição do Lago-Açu
210360,2103604,Coroatá,2103604,Coroatá
210370,2103703,Cururupu,2103703,Cururupu
210375,2103752,Davinópolis,2103752,Davinópolis
210380,2103802,Dom Pedro,2103802,Dom Pedro
210390,2103901,Duque Bacelar,2103901,Duque Bacelar
210400,2104008,Esperantinópolis,2104008,Esperantinópolis
210405,2104057,Estreito,2104057,Estreito
210407,2104073,Feira Nova do Maranhão,2104073,Feira Nova do Maranhão
210408,2104081,Fernando Falcão,2104081,Fernando Falcão
210409,2104099,Formosa da Serra Negra,2104099,Formosa da Serra Negra
210410,2104107,Fortaleza dos Nogueiras,2104107,Fortaleza dos Nogueiras
210420,2104206,Fortuna,2104206,Fortuna
210430,2104305,Godofredo Viana,2104305,Godofredo Viana
210440,2104404,Gonçalves Dias,2104404,Gonçalves Dias
210450,2104503,Governador Archer,2104503,Governador Archer
210455,2104552,Governador Edison Lobão,2104552,Governador Edison Lobão
210460,2104602,Governador Eugênio Barros,2104602,Governador Eugênio Barros
210462,2104628,Governador Luiz Rocha,2104628,Governador Luiz Rocha
210465,2104651,Governador Newton Bello,2104651,Governador Newton Bello
210467,2104677,Governador Nunes Freire,2104677,Governador Nunes Freire
210470,2104701,Graça Aranha,2104701,Graça Aranha
210480,2104800,Grajaú,2104800,Grajaú
210490,2104909,Guimarães,2104909,Guimarães
210500,2105005,Humberto de Campos,2105005,Humberto de Campos
210510,2105104,Icatu,2105104,Icatu
210515,2105153,Igarapé do Meio,2105153,Igarapé do Meio
210520,2105203,Igarapé Grande,2105203,Igarapé Grande
210530,2105302,Imperatriz,2105302,Imperatriz
210535,2105351,Itaipava do Grajaú,2105351,Itaipava do Grajaú
210540,2105401,Itapecuru Mirim,2105401,Itapecuru Mirim
210542,2105427,Itinga do Maranhão,2105427,Itinga do Maranhão
210545,2105450,Jatobá,2105450,Jatobá
210547,2105476,Jenipapo dos Vieiras,2105476,Jenipapo dos Vieiras
210550,2105500,João Lisboa,2105500,João Lisboa
210560,2105609,Joselândia,2105609,Joselândia
210565,2105658,Junco do Maranhão,2105658,Junco do Maranhão
210570,2105708,Lago da Pedra,2105708,Lago da Pedra
210580,2105807,Lago do Junco,2105807,Lago do Junco
210590,2105906,Lago Verde,2105906,Lago Verde
210592,2105922,Lagoa do Mato,2105922,Lagoa do Mato
210594,2105948,Lago dos Rodrigues,2105948,Lago dos Rodrigues
210596,2105963,Lagoa Grande do Maranhão,2105963,Lagoa Grande do Maranhão
210598,2105989,Lajeado Novo,2105989,Lajeado Novo
210600,2106003,Lima Campos,2106003,Lima Campos
210610,2106102,Loreto,2106102,Loreto
210620,2106201,Luís Domingues,2106201,Luís Domingues
210630,2106300,Magalhães de Almeida,2106300,Magalhães de Almeida
210632,2106326,Maracaçumé,2106326,Maracaçumé
210635,2106359,Marajá do Sena,2106359,Marajá do Sena
210637,2106375,Maranhãozinho,2106375,Maranhãozinho
210640,2106409,Mata Roma,2106409,Mata Roma
210650,2106508,Matinha,2106508,Matinha
210660,2106607,Matões,2106607,Matões
210663,2106631,Matões do Norte,2106631,Matões do Norte
210667,2106672,Milagres do Maranhão,2106672,Milagres do Maranhão
210670,2106706,Mirador,2106706,Mirador
210675,2106755,Miranda do Norte,2106755,Miranda do Norte
210680,2106805,Mirinzal,2106805,Mirinzal
210690,2106904,Monção,2106904,Monção
210700,2107001,Montes Altos,2107001,Montes Altos
210710,2107100,Morros,2107100,Morros
210720,2107209,Nina Rodrigues,2107209,Nina Rodrigues
210725,2107258,Nova Colinas,2107258,Nova Colinas
210730,2107308,Nova Iorque,2107308,Nova Iorque
210735,2107357,Nova Olinda do Maranhão,2107357,Nova Olinda do Maranhão
210740,2107407,Olho d'Água das Cunhãs,2107407,Olho d'Água das Cunhãs
210745,2107456,Olinda Nova do Maranhão,2107456,Olinda Nova do Maranhão
210750,2107506,Paço do Lumiar,2107506,Paço do Lumiar
210760,2107605,Palmeirândia,2107605,Palmeirândia
210770,2107704,Paraibano,2107704,Paraibano
210780,2107803,Parnarama,2107803,Parnarama
210790,2107902,Passagem Franca,2107902,Passagem Franca
210800,2108009,Pastos Bons,2108009,Pastos Bons
210805,2108058,Paulino Neves,2108058,Paulino Neves
210810,2108108,Paulo Ramos,2108108,Paulo Ramos
210820,2108207,Pedreiras,2108207,Pedreiras
210825,2108256,Pedro do Rosário,2108256,Pedro do Rosário
210830,2108306,Penalva,2108306,Penalva
210840,2108405,Peri Mirim,2108405,Peri Mirim
210845,2108454,Peritoró,2108454,Peritoró
210850,2108504,Pindaré-Mirim,2108504,Pindaré-Mirim
210860,2108603,Pinheiro,2108603,Pinheiro
210870,2108702,Pio XII,2108702,Pio XII
210880,2108801,Pirapemas,2108801,Pirapemas
210890,2108900,Poção de Pedras,2108900,Poção de Pedras
210900,2109007,Porto Franco,2109007,Porto Franco
210905,2109056,Porto Rico do Maranhão,2109056,Porto Rico do Maranhão
210910,2109106,Presidente Dutra,2109106,Presidente Dutra
210920,2109205,Presidente Juscelino,2109205,Presidente Juscelino
210923,2109239,Presidente Médici,2109239,Presidente Médici
210927,2109270,Presidente Sarney,2109270,Presidente Sarney
210930,2109304,Presidente Vargas,2109304,Presidente Vargas
210940,2109403,Primeira Cruz,2109403,Primeira Cruz
210945,2109452,Raposa,2109452,Raposa
210950,2109502,Riachão,2109502,Riachão
210955,2109551,Ribamar Fiquene,2109551,Ribamar Fiquene
210960,2109601,Rosário,2109601,Rosário
210970,2109700,Sambaíba,2109700,Sambaíba
210975,2109759,Santa Filomena do Maranhão,2109759,Santa Filomena do Maranhão
210980,2109809,Santa Helena,2109809,Santa Helena
210990,2109908,Santa Inês,2109908,Santa Inês
211000,2110005,Santa Luzia,2110005,Santa Luzia
211003,2110039,Santa Luzia do Paruá,2110039,Santa Luzia do Paruá
211010,2110104,Santa Quitéria do Maranhão,2110104,Santa Quitéria do Maranhão
211020,2110203,Santa Rita,2110203,Santa Rita
211023,2110237,Santana do Maranhão,2110237,Santana do Maranhão
211027,2110278,Santo Amaro do Maranhão,2110278,Santo Amaro do Maranhão
211030,2110302,Santo Antônio dos Lopes,2110302,Santo Antônio dos Lopes
211040,2110401,São Benedito do Rio Preto,2110401,São Benedito do Rio Preto
211050,2110500,São Bento,2110500,São Bento
211060,2110609,São Bernardo,2110609,São Bernardo
211065,2110658,São Domingos do Azeitão,2110658,São Domingos do Azeitão
211070,2110708,São Domingos do Maranhão,2110708,São Domingos do Maranhão
211080,2110807,São Félix de Balsas,2110807,São Félix de Balsas
211085,2110856,São Francisco do Brejão,2110856,São Francisco do Brejão
211090,2110906,São Francisco do Maranhão,2110906,São Francisco do Maranhão
211100,2111003,São João Batista,2111003,São João Batista
211102,2111029,São João do Carú,2111029,São João do Carú
211105,2111052,São João do Paraíso,2111052,São João do Paraíso
211107,2111078,São João do Soter,2111078,São João do Soter
211110,2111102,São João dos Patos,2111102,São João dos Patos
211120,2111201,São José de Ribamar,2111201,São José de Ribamar
211125,2111250,São José dos Basílios,2111250,São José dos Basílios
211130,2111300,São Luís,2111300,São Luís
211140,2111409,São Luís Gonzaga do Maranhão,2111409,São Luís Gonzaga do Maranhão
211150,2111508,São Mateus do Maranhão,2111508,São Mateus do Maranhão
211153,2111532,São Pedro da Água Branca,2111532,São Pedro da Água Branca
211157,2111573,São Pedro dos Crentes,2111573,São Pedro dos Crentes
211160,2111607,São Raimundo das Mangabeiras,2111607,São Raimundo das Mangabeiras
211163,2111631,São Raimundo do Doca Bezerra,2111631,São Raimundo do Doca Bezerra
211167,2111672,São Roberto,2111672,São Roberto
211170,2111706,São Vicente Ferrer,2111706,São Vicente Ferrer
211172,2111722,Satubinha,2111722,Satubinha
211174,2111748,Senador Alexandre Costa,2111748,Senador Alexandre Costa
211176,2111763,Senador La Rocque,2111763,Senador La Rocque
211178,2111789,Serrano do Maranhão,2111789,Serrano do Maranhão
211180,2111805,Sítio Novo,2111805,Sítio Novo
211190,2111904,Sucupira do Norte,2111904,Sucupira do Norte
211195,2111953,Sucupira do Riachão,2111953,Sucupira do Riachão
211200,2112001,Tasso Fragoso,2112001,Tasso Fragoso
211210,2112100,Timbiras,2112100,Timbiras
211220,2112209,Timon,2112209,Timon
211223,2112233,Trizidela do Vale,2112233,Trizidela do Vale
211227,2112274,Tufilândia,2112274,Tufilândia
211230,2112308,Tuntum,2112308,Tuntum
211240,2112407,Turiaçu,2112407,Turiaçu
211245,2112456,Turilândia,2112456,Turilândia
211250,2112506,Tutóia,2112506,Tutóia
211260,2112605,Urbano Santos,2112605,Urbano Santos
211270,2112704,Vargem Grande,2112704,Vargem Grande
211280,2112803,Viana,2112803,Viana
211285,2112852,Vila Nova dos Martírios,2112852,Vila Nova dos Martírios
211290,2112902,Vitória do Mearim,2112902,Vitória do Mearim
211300,2113009,Vitorino Freire,2113009,Vitorino Freire
211400,2114007,Zé Doca,2114007,Zé Doca
220005,2200053,Acauã,2200053,Acauã
220010,2200103,Agricolândia,2200103,Agricolândia
220020,2200202,Água Branca,2200202,Água Branca
220025,2200251,Alagoinha do Piauí,2200251,Alagoinha do Piauí
220027,2200277,Alegrete do Piauí,2200277,Alegrete do Piauí
220030,2200301,Alto Longá,2200301,Alto Longá
220040,2200400,Altos,2200400,Altos
220045,2200459,Alvorada do Gurguéia,2200459,Alvorada do Gurguéia
220050,2200509,Amarante,2200509,Amarante
220060,2200608,Angical do Piauí,2200608,Angical do Piauí
220070,2200707,Anísio de Abreu,2200707,Anísio de Abreu
220080,2200806,Antônio Almeida,2200806,Antônio Almeida
220090,2200905,Aroazes,2200905,Aroazes
220095,2200954,Aroeiras do Itaim,2208007,Picos
220100,2201002,Arraial,2201002,Arraial
220105,2201051,Assunção do Piauí,2201051,Assunção do Piauí
220110,2201101,Avelino Lopes,2201101,Avelino Lopes
220115,2201150,Baixa Grande do Ribeiro,2201150,Baixa Grande do Ribeiro
220117,2201176,Barra D'Alcântara,2201176,Barra D'Alcântara
220120,2201200,Barras,2201200,Barras
220130,2201309,Barreiras do Piauí,2201309,Barreiras do Piauí
220140,2201408,Barro Duro,2201408,Barro Duro
220150,2201507,Batalha,2201507,Batalha
220155,2201556,Bela Vista do Piauí,2201556,Bela Vista do Piauí
220157,2201572,Belém do Piauí,2201572,Belém do Piauí
220160,2201606,Beneditinos,2201606,Beneditinos
220170,2201705,Bertolínia,2201705,Bertolínia
220173,2201739,Betânia do Piauí,2201739,Betânia do Piauí
220177,2201770,Boa Hora,2201770,Boa Hora
220180,2201804,Bocaina,2201804,Bocaina
220190,2201903,Bom Jesus,2201903,Bom Jesus
220191,2201919,Bom Princípio do Piauí,2201919,Bom Princípio do Piauí
220192,2201929,Bonfim do Piauí,2201929,Bonfim do Piauí
220194,2201945,Boqueirão do Piauí,2201945,Boqueirão do Piauí
220196,2201960,Brasileira,2201960,Brasileira
220198,2201988,Brejo do Piauí,2201988,Brejo do Piauí
220200,2202000,Buriti dos Lopes,2202000,Buriti dos Lopes
220202,2202026,Buriti dos Montes,2202026,Buriti dos Montes
220205,2202059,Cabeceiras do Piauí,2202059,Cabeceiras do Piauí
220207,2202075,Cajazeiras do Piauí,2202075,Cajazeiras do Piauí
220208,2202083,Cajueiro da Praia,2202083,Cajueiro da Praia
220209,2202091,Caldeirão Grande do Piauí,2202091,Caldeirão Grande do Piauí
220210,2202109,Campinas do Piauí,2202109,Campinas do Piauí
220211,2202117,Campo Alegre do Fidalgo,2202117,Campo Alegre do Fidalgo
220213,2202133,Campo Grande do Piauí,2202133,Campo Grande do Piauí
220217,2202174,Campo Largo do Piauí,2202174,Campo Largo do Piauí
220220,2202208,Campo Maior,2202208,Campo Maior
220225,2202251,Canavieira,2202251,Canavieira
220230,2202307,Canto do Buriti,2202307,Canto do Buriti
220240,2202406,Capitão de Campos,2202406,Capitão de Campos
220245,2202455,Capitão Gervásio Oliveira,2202455,Capitão Gervásio Oliveira
220250,2202505,Caracol,2202505,Caracol
220253,2202539,Caraúbas do Piauí,2202539,Caraúbas do Piauí
220255,2202554,Caridade do Piauí,2202554,Caridade do Piauí
220260,2202604,Castelo do Piauí,2202604,Castelo do Piauí
220265,2202653,Caxingó,2202653,Caxingó
220270,2202703,Cocal,2202703,Cocal
220271,2202711,Cocal de Telha,2202711,Cocal de Telha
220272,2202729,Cocal dos Alves,2202729,Cocal dos Alves
220273,2202737,Coivaras,2202737,Coivaras
220275,2202752,Colônia do Gurguéia,2202752,Colônia do Gurguéia
220277,2202778,Colônia do Piauí,2202778,Colônia do Piauí
220280,2202802,Conceição do Canindé,2202802,Conceição do Canindé
220285,2202851,Coronel José Dias,2202851,Coronel José Dias
220290,2202901,Corrente,2202901,Corrente
220300,2203008,Cristalândia do Piauí,2203008,Cristalândia do Piauí
220310,2203107,Cristino Castro,2203107,Cristino Castro
220320,2203206,Curimatá,2203206,Curimatá
220323,2203230,Currais,2203230,Currais
220325,2203255,Curralinhos,2203255,Curralinhos
220327,2203271,Curral Novo do Piauí,2203271,Curral Novo do Piauí
220330,2203305,Demerval Lobão,2203305,Demerval Lobão
220335,2203354,Dirceu Arcoverde,2203354,Dirceu Arcoverde
220340,2203404,Dom Expedito Lopes,2203404,Dom Expedito Lopes
220342,2203420,Domingos Mourão,2203420,Domingos Mourão
220345,2203453,Dom Inocêncio,2203453,Dom Inocêncio
220350,2203503,Elesbão Veloso,2203503,Elesbão Veloso
220360,2203602,Eliseu Martins,2203602,Eliseu Martins
220370,2203701,Esperantina,2203701,Esperantina
220375,2203750,Fartura do Piauí,2203750,Fartura do Piauí
220380,2203800,Flores do Piauí,2203800,Flores do Piauí
220385,2203859,Floresta do Piauí,2203859,Floresta do Piauí
220390,2203909,Floriano,2203909,Floriano
220400,2204006,Francinópolis,2204006,Francinópolis
220410,2204105,Francisco Ayres,2204105,Francisco Ayres
220415,2204154,Francisco Macedo,2204154,Francisco Macedo
220420,2204204,Francisco Santos,2204204,Francisco Santos
220430,2204303,Fronteiras,2204303,Fronteiras
220435,2204352,Geminiano,2204352,Geminiano
220440,2204402,Gilbués,2204402,Gilbués
220450,2204501,Guadalupe,2204501,Guadalupe
220455,2204550,Guaribas,2204550,Guaribas
220460,2204600,Hugo Napoleão,2204600,Hugo Napoleão
220465,2204659,Ilha Grande,2204659,Ilha Grande
220470,2204709,Inhuma,2204709,Inhuma
220480,2204808,Ipiranga do Piauí,2204808,Ipiranga do Piauí
220490,2204907,Isaías Coelho,2204907,Isaías Coelho
220500,2205003,Itainópolis,2205003,Itainópolis
220510,2205102,Itaueira,2205102,Itaueira
220515,2205151,Jacobina do Piauí,2205151,Jacobina do Piauí
220520,2205201,Jaicós,2205201,Jaicós
220525,2205250,Jardim do Mulato,2205250,Jardim do Mulato
220527,2205276,Jatobá do Piauí,2205276,Jatobá do Piauí
220530,2205300,Jerumenha,2205300,Jerumenha
220535,2205359,João Costa,2205359,João Costa
220540,2205409,Joaquim Pires,2205409,Joaquim Pires
220545,2205458,Joca Marques,2205458,Joca Marques
220550,2205508,José de Freitas,2205508,José de Freitas
